,student_id,course_code,course_title,course_year,course_semester,student_grade
226,2595,CSAI 202,Data Science,2019,Fall,65.0
227,947,CSAI 202,Data Science,2019,Fall,20.0
228,1479,CSAI 202,Data Science,2019,Fall,9.0
229,2410,CSAI 202,Data Science,2019,Fall,88.75
230,3113,CSAI 202,Data Science,2019,Fall,4.75
231,651,CSAI 202,Data Science,2019,Fall,80.5
232,740,CSAI 202,Data Science,2019,Fall,80.0
233,2096,CSAI 202,Data Science,2019,Fall,22.75
234,931,CSAI 202,Data Science,2019,Fall,7.75
235,770,CSAI 202,Data Science,2019,Fall,87.0
236,304,CSAI 202,Data Science,2019,Fall,77.75
237,1468,CSAI 202,Data Science,2019,Fall,54.25
238,2236,CSAI 202,Data Science,2019,Fall,4.0
239,1417,CSAI 202,Data Science,2019,Fall,14.5
240,2508,CSAI 202,Data Science,2019,Fall,69.75
241,2706,CSAI 202,Data Science,2019,Fall,49.25
242,2242,CSAI 202,Data Science,2019,Fall,21.25
243,1093,CSAI 202,Data Science,2019,Fall,1.5
244,2738,CSAI 202,Data Science,2019,Fall,93.0
245,2067,CSAI 202,Data Science,2019,Fall,55.50000000000001
246,2438,CSAI 202,Data Science,2019,Fall,70.75
247,1543,CSAI 202,Data Science,2019,Fall,16.5
248,463,CSAI 202,Data Science,2019,Fall,94.0
249,1018,CSAI 202,Data Science,2019,Fall,79.0
250,2236,CSAI 203,Data Science,2019,Fall,3.0
251,305,CSAI 203,Data Science,2019,Fall,92.0
252,2606,CSAI 203,Data Science,2019,Fall,4.999999999999999
253,1700,CSAI 203,Data Science,2019,Fall,16.5
254,3151,CSAI 203,Data Science,2019,Fall,17.25
255,40,CSAI 203,Data Science,2019,Fall,15.0
256,1134,CSAI 203,Data Science,2019,Fall,44.0
257,2709,CSAI 203,Data Science,2019,Fall,54.75
258,4,CSAI 203,Data Science,2019,Fall,99.25
259,2398,CSAI 203,Data Science,2019,Fall,82.25
260,2769,CSAI 203,Data Science,2019,Fall,0.5
261,198,CSAI 203,Data Science,2019,Fall,18.25
262,2079,CSAI 203,Data Science,2019,Fall,2.75
263,651,CSAI 203,Data Science,2019,Fall,77.5
264,744,CSAI 203,Data Science,2019,Fall,74.5
265,2199,CSAI 203,Data Science,2019,Fall,71.5
266,2921,CSAI 203,Data Science,2019,Fall,56.75
267,2784,CSAI 203,Data Science,2019,Fall,63.75
268,1642,CSAI 203,Data Science,2019,Fall,77.0
269,2677,CSAI 203,Data Science,2019,Fall,57.75
270,2182,CSAI 203,Data Science,2019,Fall,90.25
271,462,CSAI 203,Data Science,2019,Fall,84.25
272,1516,CSAI 203,Data Science,2019,Fall,29.25
273,2965,CSAI 203,Data Science,2019,Fall,49.0
274,1417,CSAI 203,Data Science,2019,Fall,0.5
275,2507,CSAI 203,Data Science,2019,Fall,61.5
276,372,CSAI 203,Data Science,2019,Fall,89.0
277,935,CSAI 203,Data Science,2019,Fall,40.25
278,2288,CSAI 203,Data Science,2019,Fall,47.75
279,1396,CSAI 203,Data Science,2019,Fall,20.25
280,2410,CSAI 203,Data Science,2019,Fall,89.75
281,1974,CSAI 203,Data Science,2019,Fall,57.5
282,575,CSAI 203,Data Science,2019,Fall,27.25
283,1414,CSAI 203,Data Science,2019,Fall,58.25
284,858,CSAI 203,Data Science,2019,Fall,38.0
285,307,CSAI 203,Data Science,2019,Fall,16.75
286,2239,CSAI 203,Data Science,2019,Fall,20.75
287,2681,CSAI 203,Data Science,2019,Fall,32.75
288,1358,CSAI 203,Data Science,2019,Fall,23.5
289,542,CSAI 203,Data Science,2019,Fall,96.5
290,148,CSAI 203,Data Science,2019,Fall,47.25000000000001
291,8,CSAI 203,Data Science,2019,Fall,67.25
292,197,CSAI 203,Data Science,2019,Fall,30.5
293,152,CSAI 203,Data Science,2019,Fall,46.5
294,1367,CSAI 203,Data Science,2019,Fall,42.75
295,1022,CSAI 203,Data Science,2019,Fall,45.74999999999999
296,2146,CSAI 203,Data Science,2019,Fall,67.0
297,1321,CSAI 203,Data Science,2019,Fall,54.0
298,1741,CSAI 203,Data Science,2019,Fall,98.75
299,2370,CSAI 203,Data Science,2019,Fall,82.5
300,1171,CSAI 204,Data Science,2019,Spring,79.0
301,342,CSAI 204,Data Science,2019,Spring,34.75
302,1205,CSAI 204,Data Science,2019,Spring,48.75
303,2322,CSAI 204,Data Science,2019,Spring,61.0
304,995,CSAI 204,Data Science,2019,Spring,36.5
305,1913,CSAI 204,Data Science,2019,Spring,50.0
306,2457,CSAI 204,Data Science,2019,Spring,1.5
307,603,CSAI 204,Data Science,2019,Spring,27.75
308,2398,CSAI 204,Data Science,2019,Spring,83.25
309,2507,CSAI 204,Data Science,2019,Spring,74.5
310,1416,CSAI 204,Data Science,2019,Spring,21.75
311,2544,CSAI 204,Data Science,2019,Spring,72.5
312,2205,CSAI 204,Data Science,2019,Spring,67.75
313,911,CSAI 204,Data Science,2019,Spring,83.0
314,1134,CSAI 204,Data Science,2019,Spring,34.0
315,2506,CSAI 204,Data Science,2019,Spring,18.0
316,600,CSAI 204,Data Science,2019,Spring,81.5
317,1018,CSAI 204,Data Science,2019,Spring,64.0
318,2372,CSAI 204,Data Science,2019,Spring,71.5
319,3147,CSAI 204,Data Science,2019,Spring,33.0
320,2944,CSAI 204,Data Science,2019,Spring,72.25
321,422,CSAI 204,Data Science,2019,Spring,41.0
322,2572,CSAI 204,Data Science,2019,Spring,87.5
323,2925,CSAI 204,Data Science,2019,Spring,39.0
324,2060,CSAI 204,Data Science,2019,Spring,92.0
325,534,CSAI 204,Data Science,2019,Spring,86.0
326,1152,CSAI 204,Data Science,2019,Spring,53.25
327,841,CSAI 204,Data Science,2019,Spring,22.5
328,2402,CSAI 204,Data Science,2019,Spring,102.25
329,947,CSAI 204,Data Science,2019,Spring,30.0
330,1436,CSAI 204,Data Science,2019,Spring,110.0
331,770,CSAI 204,Data Science,2019,Spring,109.0
332,2174,CSAI 204,Data Science,2019,Spring,52.25
333,687,CSAI 204,Data Science,2019,Spring,88.5
334,2886,CSAI 204,Data Science,2019,Spring,36.25
335,77,CSAI 204,Data Science,2019,Spring,74.75
336,1938,CSAI 204,Data Science,2019,Spring,92.5
337,630,CSAI 204,Data Science,2019,Spring,19.75
338,935,CSAI 204,Data Science,2019,Spring,32.25
339,522,CSAI 204,Data Science,2019,Spring,70.75
340,2845,CSAI 204,Data Science,2019,Spring,15.25
341,858,CSAI 204,Data Science,2019,Spring,48.0
342,1827,CSAI 204,Data Science,2019,Spring,64.0
343,2967,CSAI 204,Data Science,2019,Spring,71.25
344,2260,CSAI 204,Data Science,2019,Spring,103.0
345,469,CSAI 204,Data Science,2019,Spring,67.5
346,108,CSAI 204,Data Science,2019,Spring,58.0
347,1162,CSAI 204,Data Science,2019,Spring,23.0
348,1141,CSAI 204,Data Science,2019,Spring,68.75
349,2288,CSAI 204,Data Science,2019,Spring,24.75
350,849,CSAI 205,Data Science,2019,Spring,7.000000000000001
351,2264,CSAI 205,Data Science,2019,Spring,21.5
352,198,CSAI 205,Data Science,2019,Spring,29.25
353,998,CSAI 205,Data Science,2019,Spring,41.0
354,581,CSAI 205,Data Science,2019,Spring,15.75
355,1436,CSAI 205,Data Science,2019,Spring,86.0
356,1343,CSAI 205,Data Science,2019,Spring,60.25
357,1286,CSAI 205,Data Science,2019,Spring,8.25
358,2205,CSAI 205,Data Science,2019,Spring,67.75
359,935,CSAI 205,Data Science,2019,Spring,40.25
360,2950,CSAI 205,Data Science,2019,Spring,7.75
361,658,CSAI 205,Data Science,2019,Spring,88.5
362,2079,CSAI 205,Data Science,2019,Spring,9.75
363,725,CSAI 205,Data Science,2019,Spring,96.0
364,1141,CSAI 205,Data Science,2019,Spring,63.75
365,2260,CSAI 205,Data Science,2019,Spring,92.0
366,2067,CSAI 205,Data Science,2019,Spring,59.50000000000001
367,422,CSAI 205,Data Science,2019,Spring,27.999999999999996
368,2953,CSAI 205,Data Science,2019,Spring,28.5
369,1323,CSAI 205,Data Science,2019,Spring,89.75
370,304,CSAI 205,Data Science,2019,Spring,67.75
371,1807,CSAI 205,Data Science,2019,Spring,23.25
372,2182,CSAI 205,Data Science,2019,Spring,76.25
373,911,CSAI 205,Data Science,2019,Spring,88.0
374,2706,CSAI 205,Data Science,2019,Spring,58.25
375,809,CSAI 205,Data Science,2019,Spring,66.5
376,2239,CSAI 205,Data Science,2019,Spring,33.75
377,600,CSAI 205,Data Science,2019,Spring,102.5
378,614,CSAI 205,Data Science,2019,Spring,28.500000000000004
379,3002,CSAI 205,Data Science,2019,Spring,71.0
380,2644,CSAI 205,Data Science,2019,Spring,37.0
381,2492,CSAI 205,Data Science,2019,Spring,43.75
382,2717,CSAI 205,Data Science,2019,Spring,87.0
383,864,CSAI 205,Data Science,2019,Spring,82.25
384,1242,CSAI 205,Data Science,2019,Spring,27.750000000000004
385,1483,CSAI 205,Data Science,2019,Spring,79.0
386,2769,CSAI 205,Data Science,2019,Spring,30.5
387,2062,CSAI 205,Data Science,2019,Spring,55.24999999999999
388,2375,CSAI 205,Data Science,2019,Spring,53.49999999999999
389,1917,CSAI 205,Data Science,2019,Spring,50.25
390,168,CSAI 205,Data Science,2019,Spring,36.0
391,2906,CSAI 205,Data Science,2019,Spring,5.0
392,2410,CSAI 205,Data Science,2019,Spring,87.75
393,289,CSAI 205,Data Science,2019,Spring,21.75
394,541,CSAI 205,Data Science,2019,Spring,21.250000000000004
395,371,CSAI 205,Data Science,2019,Spring,0.25
396,2167,CSAI 205,Data Science,2019,Spring,81.5
397,108,CSAI 205,Data Science,2019,Spring,59.0
398,700,CSAI 205,Data Science,2019,Spring,23.25
399,1938,CSAI 205,Data Science,2019,Spring,81.5
400,2264,CSAI 251,Data Science,2019,Summer,13.5
401,1367,CSAI 251,Data Science,2019,Summer,45.75
402,1286,CSAI 251,Data Science,2019,Summer,8.25
403,864,CSAI 251,Data Science,2019,Summer,85.25
404,3075,CSAI 251,Data Science,2019,Summer,35.75
405,152,CSAI 251,Data Science,2019,Summer,52.5
406,175,CSAI 251,Data Science,2019,Summer,34.5
407,486,CSAI 251,Data Science,2019,Summer,63.5
408,198,CSAI 251,Data Science,2019,Summer,9.25
409,2991,CSAI 251,Data Science,2019,Summer,8.5
410,2906,CSAI 251,Data Science,2019,Summer,7.0
411,1436,CSAI 251,Data Science,2019,Summer,105.0
412,1994,CSAI 251,Data Science,2019,Summer,90.75
413,2769,CSAI 251,Data Science,2019,Summer,29.5
414,1974,CSAI 251,Data Science,2019,Summer,82.5
415,2060,CSAI 251,Data Science,2019,Summer,80.0
416,2967,CSAI 251,Data Science,2019,Summer,59.25
417,3002,CSAI 251,Data Science,2019,Summer,62.0
418,2244,CSAI 251,Data Science,2019,Summer,102.0
419,849,CSAI 251,Data Science,2019,Summer,0.9999999999999991
420,378,CSAI 251,Data Science,2019,Summer,89.25
421,3151,CSAI 251,Data Science,2019,Summer,0.75
422,2701,CSAI 251,Data Science,2019,Summer,9.25
423,1029,CSAI 251,Data Science,2019,Summer,50.74999999999999
424,2256,CSAI 251,Data Science,2019,Summer,90.25
425,1242,CSAI 251,Data Science,2019,Summer,25.750000000000004
426,197,CSAI 251,Data Science,2019,Summer,32.5
427,638,CSAI 251,Data Science,2019,Summer,90.75
428,1787,CSAI 251,Data Science,2019,Summer,70.25
429,729,CSAI 251,Data Science,2019,Summer,96.0
430,2316,CSAI 251,Data Science,2019,Summer,21.5
431,995,CSAI 251,Data Science,2019,Summer,61.5
432,1516,CSAI 251,Data Science,2019,Summer,28.25
433,2267,CSAI 251,Data Science,2019,Summer,21.75
434,1152,CSAI 251,Data Science,2019,Summer,64.25
435,2185,CSAI 251,Data Science,2019,Summer,49.99999999999999
436,2709,CSAI 251,Data Science,2019,Summer,52.75
437,245,CSAI 251,Data Science,2019,Summer,3.75
438,1938,CSAI 251,Data Science,2019,Summer,92.5
439,2448,CSAI 251,Data Science,2019,Summer,30.0
440,998,CSAI 251,Data Science,2019,Summer,56.0
441,693,CSAI 251,Data Science,2019,Summer,98.75
442,700,CSAI 251,Data Science,2019,Summer,15.25
443,288,CSAI 251,Data Science,2019,Summer,93.75
444,2375,CSAI 251,Data Science,2019,Summer,57.49999999999999
445,744,CSAI 251,Data Science,2019,Summer,92.5
446,1167,CSAI 251,Data Science,2019,Summer,72.0
447,2402,CSAI 251,Data Science,2019,Summer,77.25
448,7,CSAI 251,Data Science,2019,Summer,49.0
449,2663,CSAI 251,Data Science,2019,Summer,37.5
450,2967,CSAI 252,Data Science,2019,Fall,66.25
451,600,CSAI 252,Data Science,2019,Fall,98.5
452,944,CSAI 252,Data Science,2019,Fall,14.499999999999996
453,3084,CSAI 252,Data Science,2019,Fall,6.25
454,3075,CSAI 252,Data Science,2019,Fall,32.75
455,251,CSAI 252,Data Science,2019,Fall,76.25
456,658,CSAI 252,Data Science,2019,Fall,87.5
457,977,CSAI 252,Data Science,2019,Fall,90.25
458,2288,CSAI 252,Data Science,2019,Fall,18.75
459,2907,CSAI 252,Data Science,2019,Fall,74.5
460,1190,CSAI 252,Data Science,2019,Fall,8.0
461,2961,CSAI 252,Data Science,2019,Fall,21.5
462,2706,CSAI 252,Data Science,2019,Fall,54.25
463,1568,CSAI 252,Data Science,2019,Fall,81.0
464,2316,CSAI 252,Data Science,2019,Fall,18.5
465,1167,CSAI 252,Data Science,2019,Fall,84.0
466,2573,CSAI 252,Data Science,2019,Fall,19.25
467,995,CSAI 252,Data Science,2019,Fall,38.5
468,2185,CSAI 252,Data Science,2019,Fall,56.99999999999999
469,1242,CSAI 252,Data Science,2019,Fall,16.750000000000004
470,3086,CSAI 252,Data Science,2019,Fall,39.0
471,40,CSAI 252,Data Science,2019,Fall,7.0
472,2457,CSAI 252,Data Science,2019,Fall,4.5
473,581,CSAI 252,Data Science,2019,Fall,11.75
474,2906,CSAI 252,Data Science,2019,Fall,26.0
475,2182,CSAI 252,Data Science,2019,Fall,79.25
476,371,CSAI 252,Data Science,2019,Fall,16.75
477,213,CSAI 252,Data Science,2019,Fall,71.25
478,1022,CSAI 252,Data Science,2019,Fall,41.74999999999999
479,2040,CSAI 252,Data Science,2019,Fall,81.75
480,372,CSAI 252,Data Science,2019,Fall,104.0
481,2508,CSAI 252,Data Science,2019,Fall,80.75
482,1415,CSAI 252,Data Science,2019,Fall,46.5
483,841,CSAI 252,Data Science,2019,Fall,28.5
484,2644,CSAI 252,Data Science,2019,Fall,49.0
485,1286,CSAI 252,Data Science,2019,Fall,1.25
486,729,CSAI 252,Data Science,2019,Fall,76.0
487,7,CSAI 252,Data Science,2019,Fall,75.0
488,1162,CSAI 252,Data Science,2019,Fall,22.0
489,2925,CSAI 252,Data Science,2019,Fall,48.0
490,3021,CSAI 252,Data Science,2019,Fall,57.0
491,168,CSAI 252,Data Science,2019,Fall,27.0
492,1334,CSAI 252,Data Science,2019,Fall,75.75
493,1835,CSAI 252,Data Science,2019,Fall,19.5
494,101,CSAI 252,Data Science,2019,Fall,9.0
495,2110,CSAI 252,Data Science,2019,Fall,112.0
496,3065,CSAI 252,Data Science,2019,Fall,39.24999999999999
497,2239,CSAI 252,Data Science,2019,Fall,36.75
